"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"PSPC1"	2.32064811550873e-26	-5.23331469811496	0.348	0.542	8.49380416757350e-22	"0"	"PSPC1"
"RALGAPA2"	2.84007248750792e-26	-32.5005547396156	0.252	0.453	1.03949493115278e-21	"0"	"RALGAPA2"
"DYRK1A"	2.88981726671142e-26	-70.1026438945213	0.375	0.567	1.05770201778905e-21	"0"	"DYRK1A"
"BIRC6"	3.14069233317815e-26	-28.2621433399961	0.655	0.781	1.14952480086653e-21	"0"	"BIRC6"
"GPATCH8"	3.25913229872076e-26	-18.3891928335053	0.728	0.819	1.19287501265479e-21	"0"	"GPATCH8"
"MARCH6"	3.41838929521521e-26	-29.5667641575159	0.268	0.471	1.25116466594172e-21	"0"	"MARCH6"
"KLF12"	3.59537800261943e-26	-101.132973117216	0.069	0.238	1.31594430273874e-21	"0"	"KLF12"
"FOXP1"	3.96904561064957e-26	-48.5766866010865	0.313	0.506	1.45271038395385e-21	"0"	"FOXP1"
"RIMS2"	4.87383885252257e-26	-41.4894428053147	0.853	0.856	1.78387375841179e-21	"0"	"RIMS2"
"CCDC91"	4.96713530749779e-26	-53.3839601215185	0.228	0.42	1.81802119389727e-21	"0"	"CCDC91"
"MBNL2"	5.25193795703664e-26	-9.79334853504144	0.407	0.586	1.92226181165498e-21	"0"	"MBNL2"
"RALGAPA1"	5.26158663049273e-26	-13.6065498610901	0.477	0.644	1.92579332262664e-21	"0"	"RALGAPA1"
"MT-CO1"	5.42857044840166e-26	-16.9733962552877	0.161	0.348	1.98691106981949e-21	"0"	"MT-CO1"
"MMP16"	5.6557610997999e-26	-31.6459629516979	0.17	0.363	2.07006512013776e-21	"0"	"MMP16"
"SNCA"	7.31008553194840e-26	-14.1982031429852	0.217	0.406	2.67556440554843e-21	"0"	"SNCA"
"ASTN2"	7.63870457444579e-26	-31.5160912376654	0.673	0.753	2.7958422612929e-21	"0"	"ASTN2"
"ATF7IP"	8.18952937048993e-26	-15.5701487498648	0.25	0.442	2.99744964489302e-21	"0"	"ATF7IP"
"CDH18"	8.45172373625946e-26	-109.810762788315	0.926	0.874	3.09341540470833e-21	"0"	"CDH18"
"KLF7"	9.27157376614542e-26	-47.6056234867379	0.131	0.318	3.39348871414688e-21	"0"	"KLF7"
"RORA"	9.68626090825840e-26	-416.723426965823	0.874	0.894	3.54526835503166e-21	"0"	"RORA"
"UTY"	1.091825681754e-25	-14.7553361672721	0.492	0.652	3.99619117778781e-21	"0"	"UTY"
"PDE4D"	1.11743386330682e-25	-92.124426733119	0.14	0.321	4.08991968308927e-21	"0"	"PDE4D"
"NEAT1"	1.26688194355008e-25	-108.298037260595	0.267	0.451	4.63691460158765e-21	"0"	"NEAT1"
"PCM1"	1.42202341265003e-25	-11.7812607391097	0.604	0.737	5.20474789264039e-21	"0"	"PCM1"
"MT-ATP8"	1.5096085543738e-25	-0.768964492246669	0.012	0.151	5.52531826986354e-21	"0"	"MT-ATP8"
"TRIM9"	1.65103054155574e-25	-31.5947822659809	0.746	0.795	6.04293688514816e-21	"0"	"TRIM9"
"APBA1"	1.74322459368645e-25	-15.3021791193793	0.32	0.516	6.38037633535179e-21	"0"	"APBA1"
"ROBO2"	1.82074406624798e-25	-94.4500261512888	0.222	0.408	6.66410535687424e-21	"0"	"ROBO2"
"NR2F1-AS1"	1.90831407870999e-25	-20.9225550728913	0.224	0.415	6.98462035948642e-21	"0"	"NR2F1-AS1"
"TTC17"	2.05346580059596e-25	-13.615064835519	0.458	0.625	7.51589017676126e-21	"0"	"TTC17"
"ZDHHC21"	2.09486652332144e-25	-6.96706217990417	0.328	0.515	7.66742096200879e-21	"0"	"ZDHHC21"
"AUH"	2.3121916871861e-25	-9.34943876153574	0.258	0.46	8.46285279426986e-21	"0"	"AUH"
"NFAT5"	2.3483883152365e-25	-11.0616904502469	0.387	0.576	8.59533607259713e-21	"0"	"NFAT5"
"CDK14"	2.4028530738782e-25	-22.8868079743112	0.409	0.567	8.7946825357016e-21	"0"	"CDK14"
"CACNA2D1"	2.57724150390686e-25	-71.7017552467606	0.322	0.502	9.43296162844950e-21	"0"	"CACNA2D1"
"ELP4"	3.49241512164116e-25	-42.452399841991	0.477	0.647	1.27825885867188e-20	"0"	"ELP4"
"ARPP21"	3.8680438141215e-25	-31.564034711107	0.69	0.758	1.41574271640661e-20	"0"	"ARPP21"
"RBM26"	4.0081198870401e-25	-18.8584838001835	0.415	0.585	1.46701195985555e-20	"0"	"RBM26"
"ARIH1"	4.02237180458557e-25	-37.6596656985475	0.418	0.59	1.47222830419636e-20	"0"	"ARIH1"
"PAN3"	4.33270935491275e-25	-10.0898069427257	0.638	0.746	1.58581495099161e-20	"0"	"PAN3"
"IMMP2L"	4.41688818989295e-25	-55.1122214705784	0.231	0.416	1.61662524638272e-20	"0"	"IMMP2L"
"DTNB"	4.76156364165094e-25	-7.00142097838753	0.407	0.589	1.74277990848066e-20	"0"	"DTNB"
"PPP1R12A"	4.81483256119919e-25	-11.0366786847154	0.257	0.442	1.76227686572452e-20	"0"	"PPP1R12A"
"HUWE1"	5.23990181041203e-25	-24.8566223392753	0.287	0.486	1.91785646162891e-20	"0"	"HUWE1"
"KIF5C"	5.568847089432e-25	-32.7423896071313	0.656	0.76	2.03825372320301e-20	"0"	"KIF5C"
"FBXL17"	5.581786974956e-25	-38.2596492329169	0.427	0.591	2.04298985070365e-20	"0"	"FBXL17"
"BRWD1"	5.61870203494134e-25	-69.9532297855435	0.518	0.67	2.05650113180888e-20	"0"	"BRWD1"
"CACNB4"	5.95236627453193e-25	-29.1223922359831	0.564	0.686	2.17862558014143e-20	"0"	"CACNB4"
"KCNIP4"	6.05907081891988e-25	-529.202849414242	0.991	0.914	2.21768051043287e-20	"0"	"KCNIP4"
"PICALM"	6.20206599553747e-25	-14.6425840683797	0.297	0.494	2.27001817502667e-20	"0"	"PICALM"
"PCNX1"	6.94042876993384e-25	-31.9409485863612	0.358	0.534	2.54026633408348e-20	"0"	"PCNX1"
"SNAP25"	7.23007585808083e-25	-61.9441737355269	0.73	0.788	2.64628006481617e-20	"0"	"SNAP25"
"NAV2"	7.36364351156559e-25	-28.6427924581235	0.582	0.712	2.69516716166812e-20	"0"	"NAV2"
"NSMCE2"	7.50476637155877e-25	-14.3299177336477	0.214	0.402	2.74681953965423e-20	"0"	"NSMCE2"
"ATP8A1"	7.68679345727325e-25	-38.7472847268612	0.169	0.355	2.81344327329658e-20	"0"	"ATP8A1"
"RTN1"	8.85893679222676e-25	-43.4708916769645	0.502	0.644	3.24245945532292e-20	"0"	"RTN1"
"PDS5B"	9.81521449793074e-25	-48.3624963709504	0.254	0.445	3.59246665838763e-20	"0"	"PDS5B"
"WDR70"	9.99579260944128e-25	-10.3970063723368	0.415	0.595	3.6585600529816e-20	"0"	"WDR70"
"PKP4"	1.0108235440193e-24	-34.5445925715339	0.375	0.543	3.69971525346506e-20	"0"	"PKP4"
"FMN2"	1.02886615681494e-24	-47.4642604403162	0.34	0.52	3.76575302055835e-20	"0"	"FMN2"
"ARID2"	1.12370458632182e-24	-15.9545467684663	0.283	0.474	4.11287115639648e-20	"0"	"ARID2"
"UBR5"	1.18403927943398e-24	-57.1990363426345	0.505	0.66	4.33370216665631e-20	"0"	"UBR5"
"CARMIL1"	1.18469754795573e-24	-136.97071053059	0.335	0.502	4.33611149527277e-20	"0"	"CARMIL1"
"CADPS2"	1.22977461697003e-24	-79.2623202966139	0.898	0.844	4.501098075572e-20	"0"	"CADPS2"
"DIP2B"	1.233472384339e-24	-21.3267231492248	0.796	0.858	4.51463227391916e-20	"0"	"DIP2B"
"RNF13"	1.27667820419534e-24	-11.4800317715256	0.15	0.335	4.67276989517538e-20	"0"	"RNF13"
"KANSL1"	1.29098649927171e-24	-34.4084621988065	0.545	0.688	4.7251396859844e-20	"0"	"KANSL1"
"WSB1"	1.29346717008582e-24	-9.10969148955572	0.25	0.436	4.73421918923111e-20	"0"	"WSB1"
"CPEB3"	1.38545031102342e-24	-7.82313549143223	0.464	0.611	5.0708866833768e-20	"0"	"CPEB3"
"QKI"	1.40032997408412e-24	-85.0391985108019	0.113	0.286	5.12534773814529e-20	"0"	"QKI"
"CHCHD3"	1.7353018184296e-24	-3.75687480439252	0.167	0.353	6.35137818563417e-20	"0"	"CHCHD3"
"CPEB4"	2.12004925906414e-24	-8.69776026864685	0.339	0.516	7.75959229310067e-20	"0"	"CPEB4"
"TENT2"	2.1448925004115e-24	-10.842473791699	0.222	0.414	7.85052104075612e-20	"0"	"TENT2"
"PTPRK"	2.33042839404014e-24	-91.2514591251805	0.022	0.162	8.52960096502632e-20	"0"	"PTPRK"
"REPS2"	2.46521795096816e-24	-3.00973890931522	0.162	0.346	9.02294422233856e-20	"0"	"REPS2"
"NIPBL"	2.58452989831569e-24	-10.2995667896657	0.44	0.609	9.45963788082526e-20	"0"	"NIPBL"
"ATXN1"	2.61654264933836e-24	-24.74708029567	0.384	0.563	9.57680775084333e-20	"0"	"ATXN1"
"SPIDR"	2.75255299894962e-24	-14.482240021356	0.563	0.702	1.00746192314555e-19	"0"	"SPIDR"
"SAMD12"	2.75755813360876e-24	-12.8450721269627	0.374	0.551	1.00929385248214e-19	"0"	"SAMD12"
"AOPEP"	2.82574734072069e-24	-25.5496241708554	0.372	0.543	1.03425178417718e-19	"0"	"AOPEP"
"FAM214A"	3.29277934152359e-24	-8.21247352650971	0.355	0.545	1.20519016679105e-19	"0"	"FAM214A"
"ANKIB1"	3.52554462629207e-24	-32.267157435303	0.249	0.442	1.29038458866916e-19	"0"	"ANKIB1"
"FSTL5"	3.56615114571556e-24	-138.212212015445	0.899	0.843	1.30524698084335e-19	"0"	"FSTL5"
"MARCH1"	3.62787572195052e-24	-130.716115726127	0.128	0.299	1.32783879299111e-19	"0"	"MARCH1"
"DGKB"	4.25701622908793e-24	-22.0543726538666	0.023	0.163	1.55811051000847e-19	"0"	"DGKB"
"WDR33"	4.48129859331086e-24	-6.41584957203122	0.372	0.557	1.64020009813771e-19	"0"	"WDR33"
"ZNF532"	5.06842652327517e-24	-19.2748240399813	0.416	0.608	1.85509479178394e-19	"0"	"ZNF532"
"EBF1"	5.79295628470947e-24	-61.8736708790613	0.503	0.638	2.12027992976651e-19	"0"	"EBF1"
"AC093765.3"	5.90181667404284e-24	-34.5704492032163	0.152	0.334	2.16012392086642e-19	"0"	"AC093765.3"
"ACBD6"	5.95899631787782e-24	-10.6262577163911	0.31	0.495	2.18105224230646e-19	"0"	"ACBD6"
"SETBP1"	5.99490697715412e-24	-37.7351584579204	0.467	0.618	2.19419590270818e-19	"0"	"SETBP1"
"NTM"	6.47364022309377e-24	-51.8563135369066	0.898	0.877	2.36941705805455e-19	"0"	"NTM"
"RICTOR"	6.74448466288962e-24	-14.6279265127751	0.381	0.57	2.46854883146423e-19	"0"	"RICTOR"
"HIVEP2"	7.00823053378784e-24	-15.6761167294013	0.327	0.507	2.56508245767169e-19	"0"	"HIVEP2"
"CLVS2"	7.22996917878833e-24	-4.41954897705825	0.335	0.519	2.64624101912832e-19	"0"	"CLVS2"
"BCAS3"	7.37443000406486e-24	-22.8595408363381	0.519	0.666	2.69911512578778e-19	"0"	"BCAS3"
"WNK1"	7.47909417410983e-24	-57.8942205125954	0.367	0.539	2.73742325866594e-19	"0"	"WNK1"
"ETNK1"	7.53790036774726e-24	-18.8522738727801	0.104	0.276	2.75894691359917e-19	"0"	"ETNK1"
"MAML3"	8.36774608324774e-24	-104.258071613434	0.577	0.69	3.0626787439295e-19	"0"	"MAML3"
"USP15"	9.50387828759826e-24	-16.6198400726163	0.275	0.469	3.47851449204384e-19	"0"	"USP15"
"OLA1"	9.98820820645076e-24	-5.33732755848431	0.23	0.416	3.65578408564304e-19	"0"	"OLA1"
"PHC3"	1.01211584221508e-23	-5.43365475600187	0.222	0.409	3.70444519409141e-19	"0"	"PHC3"
"CERS6"	1.08123027030499e-23	-44.7758376239466	0.35	0.526	3.95741091234330e-19	"0"	"CERS6"
"AHI1"	1.12448464273628e-23	-16.9985618679588	0.549	0.693	4.11572624087904e-19	"0"	"AHI1"
"SND1"	1.15906006401463e-23	-16.6245869904344	0.289	0.474	4.24227574029995e-19	"0"	"SND1"
"XPR1"	1.37368889295239e-23	-30.9153701776184	0.162	0.351	5.02783871709504e-19	"0"	"XPR1"
"MYCBP2"	1.57770722356903e-23	-48.6626545491501	0.506	0.647	5.77456620898501e-19	"0"	"MYCBP2"
"AGTPBP1"	1.85667137248882e-23	-34.5345186817657	0.341	0.525	6.79560289044634e-19	"0"	"AGTPBP1"
"CAMKMT"	1.95303138176422e-23	-79.5066387264371	0.15	0.332	7.14829016039524e-19	"0"	"CAMKMT"
"ADARB2"	1.99837660501844e-23	-235.517038865712	0.009	0.135	7.314258212028e-19	"0"	"ADARB2"
"ZNF292"	2.03435599209011e-23	-9.96619931679398	0.468	0.648	7.44594636664902e-19	"0"	"ZNF292"
"NKAIN2"	2.07039681705052e-23	-79.2685960517803	0.694	0.749	7.57785939008660e-19	"0"	"NKAIN2"
"NLGN4Y"	2.15703174306047e-23	-24.9058914048569	0.46	0.63	7.89495188277564e-19	"0"	"NLGN4Y"
"ST18"	2.33708163931633e-23	-44.4842118008758	0.486	0.617	8.55395250806168e-19	"0"	"ST18"
"TRPM3"	2.52650964407735e-23	-126.807257287985	0.804	0.801	9.24727794828749e-19	"0"	"TRPM3"
"ERBIN"	2.62642438423504e-23	-8.46149279799328	0.009	0.135	9.61297588873866e-19	"0"	"ERBIN"
"HSP90AA1"	2.87379403136457e-23	-60.3828473414277	0.191	0.369	1.05183735341974e-18	"0"	"HSP90AA1"
"TBCK"	2.93470472054823e-23	-7.85672484369383	0.279	0.465	1.07413127476786e-18	"0"	"TBCK"
"ATG7"	3.1524542724524e-23	-26.3226195732179	0.244	0.433	1.1538297882603e-18	"0"	"ATG7"
"UNC79"	3.20059872879325e-23	-12.9956747876787	0.577	0.693	1.17145114072562e-18	"0"	"UNC79"
"MYO6"	3.44646476448256e-23	-14.7441806683616	0.293	0.469	1.26144056844826e-18	"0"	"MYO6"
"SRSF11"	3.64591031056284e-23	-3.59550046658413	0.527	0.665	1.33443963276911e-18	"0"	"SRSF11"
"FAM13A"	3.76382752197833e-23	-8.74898449300331	0.34	0.52	1.37759851131929e-18	"0"	"FAM13A"
"PLCL1"	3.81211590454688e-23	-65.8766242327476	0.145	0.316	1.3952725422232e-18	"0"	"PLCL1"
"GPR158"	3.87093841190703e-23	-77.6128494232236	0.49	0.629	1.41680216814209e-18	"0"	"GPR158"
"FTO"	4.10931343815178e-23	-10.433054045611	0.419	0.59	1.50404981149793e-18	"0"	"FTO"
"CUX1"	4.30634044265131e-23	-18.7061051555129	0.869	0.891	1.57616366541481e-18	"0"	"CUX1"
"CHD2"	4.39839943054993e-23	-20.8923137174762	0.446	0.619	1.60985817557558e-18	"0"	"CHD2"
"PATJ"	5.46576061446859e-23	-40.2957472107271	0.8	0.813	2.00052304250165e-18	"0"	"PATJ"
"DDX17"	6.06114176981859e-23	-4.3968328172447	0.617	0.749	2.2184384991713e-18	"0"	"DDX17"
"POGZ"	6.14282405017266e-23	-3.12175756450938	0.447	0.622	2.2483350306037e-18	"0"	"POGZ"
"MSRA"	6.67338238571794e-23	-27.5454485169139	0.894	0.889	2.44252468699662e-18	"0"	"MSRA"
"SRGAP2C"	6.7203805049815e-23	-2.89797087246166	0.293	0.475	2.45972646862828e-18	"0"	"SRGAP2C"
"CUL3"	6.87071162415371e-23	-32.5990886770938	0.248	0.426	2.5147491615565e-18	"0"	"CUL3"
"UNC80"	6.99051431715387e-23	-18.2633205167912	0.684	0.762	2.55859814522149e-18	"0"	"UNC80"
"KAT6B"	7.41195963234517e-23	-8.23375679201272	0.314	0.496	2.71285134503465e-18	"0"	"KAT6B"
"FRMD4A"	7.61146058172949e-23	-589.982462830948	0.043	0.186	2.78587068751881e-18	"0"	"FRMD4A"
"JAK1"	7.85470132276005e-23	-13.8050116400572	0.532	0.687	2.8748992311434e-18	"0"	"JAK1"
"C20orf194"	7.92702424089367e-23	-13.3262864772292	0.44	0.613	2.90137014240949e-18	"0"	"C20orf194"
"PIBF1"	8.03606524267005e-23	-29.0870186104014	0.241	0.428	2.94128023946966e-18	"0"	"PIBF1"
"IGF1R"	8.61057458828396e-23	-14.366496255823	0.466	0.612	3.15155640505781e-18	"0"	"IGF1R"
"MIR99AHG"	8.64935224278840e-23	-107.719862639996	0.523	0.639	3.16574941438298e-18	"0"	"MIR99AHG"
"SGMS1"	1.00127281889049e-22	-5.72841599210374	0.178	0.36	3.66475864442110e-18	"0"	"SGMS1"
"MGAT5"	1.0707446976526e-22	-3.74327890489915	0.237	0.419	3.91903266787827e-18	"0"	"MGAT5"
"MACROD2"	1.23449506670684e-22	-70.1092990504608	0.678	0.751	4.51837539365371e-18	"0"	"MACROD2"
"FRY"	1.24501575669905e-22	-9.50279605364223	0.612	0.712	4.55688217109419e-18	"0"	"FRY"
"KCNJ3"	1.43626852810933e-22	-33.0854797984224	0.602	0.692	5.25688643973295e-18	"0"	"KCNJ3"
"ZFR"	1.50306098560682e-22	-16.4645946257711	0.272	0.454	5.50135351341952e-18	"0"	"ZFR"
"SCAF8"	1.54939128764954e-22	-5.57061916402053	0.24	0.428	5.67092705192609e-18	"0"	"SCAF8"
"FER"	1.63830900430361e-22	-19.5238902108596	0.246	0.42	5.99637478665165e-18	"0"	"FER"
"TMEFF2"	1.66502423877724e-22	-18.1423433771215	0.136	0.305	6.09415521634857e-18	"0"	"TMEFF2"
"RBM33"	1.67131759334949e-22	-7.30561372543653	0.355	0.539	6.11718952341846e-18	"0"	"RBM33"
"NSD1"	1.69034798499882e-22	-6.26734713102164	0.551	0.692	6.18684265989420e-18	"0"	"NSD1"
"PREPL"	1.69073650861803e-22	-10.3404859581959	0.332	0.514	6.18826469519284e-18	"0"	"PREPL"
"SCN3A"	1.72906114847153e-22	-4.24244838205053	0.127	0.299	6.32853670952064e-18	"0"	"SCN3A"
"VEZT"	1.84133130590618e-22	-13.2012377048944	0.272	0.448	6.73945671274722e-18	"0"	"VEZT"
"TMEM135"	1.85266600609812e-22	-5.85289949905315	0.106	0.272	6.78094284891972e-18	"0"	"TMEM135"
"GTDC1"	1.96011849407126e-22	-9.63376293377123	0.097	0.259	7.17422970015022e-18	"0"	"GTDC1"
"MTRNR2L12"	1.9792064606716e-22	-6.11569644656672	0.051	0.197	7.24409356670411e-18	"0"	"MTRNR2L12"
"PTBP2"	2.04589597189414e-22	-7.60830530759604	0.349	0.517	7.48818384672973e-18	"0"	"PTBP2"
"KDM6A"	2.07853767920654e-22	-43.8504755829859	0.283	0.462	7.60765575966387e-18	"0"	"KDM6A"
"CNTN4"	2.09305941567599e-22	-53.2076265700186	0.663	0.734	7.66080676731569e-18	"0"	"CNTN4"
"CALD1"	2.19914510927063e-22	-34.0846301569645	0.232	0.407	8.04909101444142e-18	"0"	"CALD1"
"UBAC2"	2.28956385712634e-22	-8.73258390343896	0.213	0.394	8.38003267346813e-18	"0"	"UBAC2"
"PDE10A"	2.34042629032448e-22	-39.2516015141278	0.599	0.707	8.56619426521662e-18	"0"	"PDE10A"
"NDFIP1"	2.58535187181549e-22	-9.69667960403972	0.215	0.397	9.46264638603187e-18	"0"	"NDFIP1"
"PUM1"	2.60892553998409e-22	-14.0955137982215	0.399	0.566	9.54892836889578e-18	"0"	"PUM1"
"SEPTIN7"	2.63016925035676e-22	-9.60734435555826	0.267	0.44	9.62668247323078e-18	"0"	"SEPTIN7"
"ZNF148"	2.63079409450736e-22	-18.3746935260453	0.283	0.456	9.62896946530639e-18	"0"	"ZNF148"
"ARL15"	2.65464869058794e-22	-19.4937576247632	0.226	0.396	9.71627967242093e-18	"0"	"ARL15"
"APPL2"	2.6689267062763e-22	-19.9937370190959	0.342	0.515	9.7685386376419e-18	"0"	"APPL2"
"BICD1"	2.73501380929054e-22	-96.3615235497595	0.717	0.786	1.00104240433843e-17	"0"	"BICD1"
"NELL2"	2.96419718908382e-22	-49.6118104008401	0.258	0.438	1.08492581317657e-17	"0"	"NELL2"
"CTNNA2"	2.97716938010328e-22	-51.8056282801321	0.471	0.615	1.0896737648116e-17	"0"	"CTNNA2"
"CSNK1A1"	3.00618968695598e-22	-7.5811382619463	0.446	0.597	1.10029548732276e-17	"0"	"CSNK1A1"
"PHKB"	3.13030638845509e-22	-4.96902509360792	0.184	0.365	1.14572344123845e-17	"0"	"PHKB"
"ANKRD10"	3.4432272229425e-22	-2.50427913720788	0.102	0.27	1.26025559586919e-17	"0"	"ANKRD10"
"APBA2"	3.57348966075724e-22	-14.9736079669495	0.433	0.593	1.30793295073376e-17	"0"	"APBA2"
"SLC44A1"	3.61498064265879e-22	-56.1027673504069	0.174	0.349	1.32311906501954e-17	"0"	"SLC44A1"
"UBE2K"	3.83411671699695e-22	-8.80923786758072	0.35	0.524	1.40332505958805e-17	"0"	"UBE2K"
"PREX1"	3.93728354341519e-22	-16.2857790673413	0.006	0.124	1.44108514972539e-17	"0"	"PREX1"
"HERC4"	4.01886571874701e-22	-17.8032787135278	0.289	0.462	1.47094504171859e-17	"0"	"HERC4"
"DOCK4"	4.33345411126104e-22	-221.232435487634	0.497	0.637	1.58608753926265e-17	"0"	"DOCK4"
"UGGT2"	4.49910326420177e-22	-34.3192883767142	0.119	0.284	1.64671678573049e-17	"0"	"UGGT2"
"MYO5A"	4.51322778495626e-22	-19.6120640738093	0.56	0.682	1.65188650157184e-17	"0"	"MYO5A"
"ABI1"	4.5778733910837e-22	-7.12245239672321	0.148	0.321	1.67554743987055e-17	"0"	"ABI1"
"NEO1"	5.072576616378e-22	-42.6980039436679	0.166	0.338	1.85661376736051e-17	"0"	"NEO1"
"AIG1"	5.18331613847338e-22	-5.80461521471004	0.259	0.439	1.89714553984264e-17	"0"	"AIG1"
"PTMA"	5.35220995069290e-22	-2.5302706297944	0.07	0.224	1.95896236405311e-17	"0"	"PTMA"
"SESTD1"	5.37037442635955e-22	-3.65176554162466	0.148	0.321	1.96561074379186e-17	"0"	"SESTD1"
"HIVEP3"	5.38566671293408e-22	-51.7233064847787	0.66	0.742	1.971207873601e-17	"0"	"HIVEP3"
"ARMC8"	5.49267440767582e-22	-5.91615234770386	0.444	0.593	2.01037375995343e-17	"0"	"ARMC8"
"RAPGEF6"	5.80056123076837e-22	-6.21014867649287	0.436	0.589	2.12306341607353e-17	"0"	"RAPGEF6"
"PTPN4"	6.25796337065738e-22	-18.6406502682565	0.66	0.763	2.29047717329431e-17	"0"	"PTPN4"
"ATP2B2"	6.59325351311847e-22	-11.1968998794939	0.585	0.699	2.41319671833649e-17	"0"	"ATP2B2"
"PPM1B"	6.61272893185073e-22	-18.8827602327468	0.359	0.528	2.42032491634668e-17	"0"	"PPM1B"
"SCLT1"	6.70272526822939e-22	-15.0036922600397	0.178	0.354	2.45326447542464e-17	"0"	"SCLT1"
"PCNX2"	6.90321793484862e-22	-6.94671280888649	0.565	0.682	2.52664679633394e-17	"0"	"PCNX2"
"ABI2"	7.04432585145362e-22	-22.3149832532395	0.28	0.457	2.57829370489054e-17	"0"	"ABI2"
"CASK"	7.37170354041665e-22	-22.146550885219	0.316	0.489	2.6981172128279e-17	"0"	"CASK"
"ZIC1"	9.01216945404596e-22	-27.1457354497497	0.319	0.491	3.29854414187536e-17	"0"	"ZIC1"
"CDK13"	9.21115017094295e-22	-8.1338622104087	0.42	0.586	3.37137307406683e-17	"0"	"CDK13"
"NUMB"	9.73605271477566e-22	-9.60725780143174	0.38	0.548	3.56349265413504e-17	"0"	"NUMB"
"FOCAD"	1.0435727837842e-21	-8.21939753008644	0.307	0.486	3.81958074592854e-17	"0"	"FOCAD"
"SCN2A"	1.06355986351435e-21	-37.4102965897529	0.794	0.79	3.89273545644888e-17	"0"	"SCN2A"
"HS2ST1"	1.19477452952759e-21	-400.251308521826	0.152	0.318	4.37299425552392e-17	"0"	"HS2ST1"
"GNAQ"	1.35085165693169e-21	-36.0245241485855	0.128	0.292	4.94425214953567e-17	"0"	"GNAQ"
"PTEN"	1.36471080827187e-21	-11.8236802864537	0.475	0.614	4.99497802935585e-17	"0"	"PTEN"
"LCOR"	1.44854597778691e-21	-16.6378667108905	0.34	0.507	5.30182313329788e-17	"0"	"LCOR"
"MAP4K5"	1.55329802919835e-21	-21.9502775990345	0.266	0.445	5.68522611666886e-17	"0"	"MAP4K5"
"NTRK3"	1.64373755679382e-21	-95.1560984783345	0.655	0.731	6.01624383162106e-17	"0"	"NTRK3"
"FUT8"	1.65869642498263e-21	-25.6025566528376	0.615	0.716	6.07099478507893e-17	"0"	"FUT8"
"WDR7"	1.70629086101189e-21	-14.3501354728352	0.326	0.494	6.2451951803896e-17	"0"	"WDR7"
"UNC5C"	1.76502859149075e-21	-191.761388041324	0.091	0.243	6.46018114771528e-17	"0"	"UNC5C"
"DENND4A"	1.81803989776692e-21	-26.7386307693424	0.516	0.666	6.65420782981672e-17	"0"	"DENND4A"
"NTRK2"	1.8414103117161e-21	-30.499306196575	0.501	0.614	6.73974588191208e-17	"0"	"NTRK2"
"RNF220"	1.99153856658168e-21	-105.647514720588	0.034	0.166	7.2892303075456e-17	"0"	"RNF220"
"SLC4A4"	2.07639097363435e-21	-133.764984572165	0.298	0.466	7.59979860259907e-17	"0"	"SLC4A4"
"XKR6"	2.27797158098727e-21	-17.9508726578819	0.664	0.744	8.33760378357152e-17	"0"	"XKR6"
"CSMD2"	2.33077785372498e-21	-14.9163644454942	0.077	0.227	8.5308800224188e-17	"0"	"CSMD2"
"NCOA7"	2.3738155704208e-21	-3.60274882212502	0.231	0.406	8.68840236929717e-17	"0"	"NCOA7"
"RASA1"	2.63363315815123e-21	-6.7297089936416	0.239	0.419	9.63936072214930e-17	"0"	"RASA1"
"CDH2"	2.73596587404283e-21	-14.4384959897206	0.191	0.357	1.00139086955842e-16	"0"	"CDH2"
"FOXO3"	2.83125500523463e-21	-8.54335863882931	0.309	0.492	1.03626764446593e-16	"0"	"FOXO3"
"PAK5"	3.06162842845714e-21	-12.3488545117625	0.424	0.573	1.1205866210996e-16	"0"	"PAK5"
"PCMTD1"	3.4879952491491e-21	-5.12589774446739	0.27	0.438	1.27664114114106e-16	"0"	"PCMTD1"
"NF1"	3.77460284983797e-21	-8.47403020709462	0.559	0.688	1.3815423890692e-16	"0"	"NF1"
"MPP7"	4.13629730256615e-21	-3.10461300768773	0.118	0.28	1.51392617571224e-16	"0"	"MPP7"
"CNOT2"	4.19001199499499e-21	-7.92871539421757	0.39	0.556	1.53358629028811e-16	"0"	"CNOT2"
"RNGTT"	4.26009026732237e-21	-7.90710365758138	0.228	0.403	1.55923563874266e-16	"0"	"RNGTT"
"KIAA1109"	4.32244551081041e-21	-7.35646583265355	0.499	0.642	1.58205828141172e-16	"0"	"KIAA1109"
"FRYL"	4.52861994508602e-21	-20.9884707781384	0.311	0.47	1.65752018610093e-16	"0"	"FRYL"
"ATP2C1"	4.65453150071382e-21	-48.4710650206611	0.243	0.41	1.70360507457627e-16	"0"	"ATP2C1"
"MYT1L"	4.66607557833483e-21	-52.837464342263	0.719	0.762	1.70783032242633e-16	"0"	"MYT1L"
"DENND5B"	4.7329875521342e-21	-64.2886461157897	0.549	0.675	1.73232077395664e-16	"0"	"DENND5B"
"CPSF6"	4.77961545541549e-21	-8.97795912015144	0.316	0.48	1.74938705283662e-16	"0"	"CPSF6"
"STAG2"	5.38623683908171e-21	-16.6870730163	0.248	0.425	1.9714165454723e-16	"0"	"STAG2"
"RBPJ"	5.48860073670336e-21	-18.4313729243514	0.184	0.356	2.0088827556408e-16	"0"	"RBPJ"
